Broad_Category,Sub_category,Platform,Threat,Link,Description
VirWare,Virus,DOS,Joker01,https://threats.kaspersky.com/en/threat/Virus.DOS.Joker01/,"['\nIt is not a dangerous memory resident parasitic virus. It traces INT 21h,', '\nthen hooks INT 9, 1Ch and 21h and writes itself to the end of COM and EXE', '\nfiles, while infecting EXE files the virus converts them to COM format. At', '\nthe end of the infected files there is the text string:', '\n', '\nWhen any file is infected, the virus sets INT 9 (keyboard) and starts its', '\ninternal counter. The counter decrements its value by 1 on every keystroke.', '\nWhen that counter reaches zero, a funny face appears on the screen.']"
VirWare,Virus,DOS,Kemerovo,https://threats.kaspersky.com/en/threat/Virus.DOS.Kemerovo/,"['These are dangerous nonmemory resident parasitic viruses. They search for', '.COM files of the current directory, then write themselves to the end of', 'the file, and Jmp-Virus instructions (four bytes: XCHG AX,DX; JMP', 'Loc_Virus) to the file header. Depending on the system timer these viruses', 'might reboot the computer. They contain the string “.COM”. On an attempt to', 'infect they open the files and might left them opened.']"
VirWare,Virus,DOS,Int5,https://threats.kaspersky.com/en/threat/Virus.DOS.Int5/,"['\nThis is not a dangerous memory resident parasitic virus. It hooks INT 5,', '\n21h and writes itself to the beginning of COM files that are executed or', '\nopened. Periodically It prints the screen (INT 5).']"
VirWare,Virus,DOS,HoChiMinh,https://threats.kaspersky.com/en/threat/Virus.DOS.HoChiMinh/,"['\nIt is not a dangerous memory resident parasitic virus. It hooks INT 21h and', '\nwrites itself to the end of COM and EXE files. Three hours after', '\ninstalling into the memory the virus displays the message:', '\n']"
VirWare,Virus,DOS,IronMaiden,https://threats.kaspersky.com/en/threat/Virus.DOS.IronMaiden/,"['\nThis is a dangerous nonmemory resident parasitic virus. It searches for', '\n.COM files of the current directory and writes itself to the end of the', '\nfile. Since August 1990 depending on the current time the virus erases two', '\nrandom selected disk sectors. The virus contains the text:', '\n']"
VirWare,Virus,DOS,Hymn,https://threats.kaspersky.com/en/threat/Virus.DOS.Hymn/,"['This is a very dangerous encrtypted memory resident parasitic virus. It hooks INT 21h, and writes itself to the end of COM and EXE files that are executed, closed, renamed or when the file attributes are changed.', 'When the date and month correspond in number (January 1st, February 2nd,…), this virus destroys a part of the system information in the C: disk boot sector, then it plays the former USSR national anthem, and decrypts and displays the picture.', 'When corrupting the boot sector, the virus sets the bytes to zero in the boot sector that contains the number of bytes in a sector, number of sectors in a cluster, number of FAT copies, etc – a total 9 bytes. If the boot sector of a computer running in the MS-DOS environment is changed in such a way, the computer remains unbootable both from the hard disk and the floppy drive. To restore information, it is necessary to use special utilities.']"
VirWare,Virus,DOS,Incom,https://threats.kaspersky.com/en/threat/Virus.DOS.Incom/,"['\nIt is not a dangerous nonmemory resident encrypted parasitic virus. It', '\nsearches for COM files of the current directory, writes itself to the end', '\nof the file, and 6 bytes of Jmp-Virus routine (MOV DX,xxxx; JMP Loc_Virus)', '\nto the beginning of the file. Depending on its internal counter and the', '\nsystem timer the virus changes the colors of screen palette. The virus', '\ncontains the text:', '\n']"
VirWare,Virus,DOS,Gorlovka,https://threats.kaspersky.com/en/threat/Virus.DOS.Gorlovka/,"['\nIt’s a harmless memory resident parasitic virus. It hooks INT 21h and', '\ninfects by the standard manner COM- and EXE-files. It searches the inside', '\nof COM-files for the area of equal bytes and writes itself into that area.', '\nIt also contains an internal text string in Russian.']"
VirWare,Virus,DOS,Frodo,https://threats.kaspersky.com/en/threat/Virus.DOS.Frodo/,"['This is a memory-resident stealth virus, 4096 (1000h) bytes long. It infects files upon execution or closing. Contamination of data-files is also possible. The virus completes its copy in such a way that the size of an infected file will grow exactly by 4096 bytes (see “Eddie.2000”). In infected files, the virus makes the time of the last modification increase by 100 years. In COM-files, it alters the first 6 bytes, and in EXE-files it alters the header.', 'Upon entering the files, “Frodo” uses the true values of interrupt vectors 13h and 21h, which it receives using the “Yankee”:algorithm. In addition to this, “Frodo” modifies the first 5 bytes of the INT 21h handler.', 'When creating its TSR-copy, the virus occupies the top addresses that results in infecting the COMMAND.COM file. “Frodo” sets the owner address in its MCB, coinciding with the address of the first MCB owner in the system, masking it in such a way as DOS. Later, the copy of the virus might move through the memory in the direction of lower addresses, allocating new memory areas and clearing old ones.', 'A genuine stealth virus: intercepts INT 21h, handles 20 (!) functions of it (FindFirst, FindNext, Read, Write, Lseek, Open, Create, Close, Exec etc.) and effectively masks itself. When DOS tries to access an infected file, the virus substitutes its original length and the last modification time. Upon reading or loading a file into the memory, it modifies the information read from the disk in such a way that the file appears as though it is uninfected. Upon opening an infected file for writing, the virus cures it (because writing to the file might delete part of the virus), and reinfects it upon closing.', 'The virus runs itself from September 22nd until December 31st every year. It is not known how the virus runs itself, because the corresponding area of the virus code happens to be deleted. It may be assumed that the virus deletes the Boot-sector of a floppy-disk and the MBR-sector of the hard disk, writing its own code there. Upon rebooting from such a disk, the screen displays (using pseudo-graphic symbols) the message “FRODO LIVES!” in large letters.']"
VirWare,Virus,DOS,DarkParanoid,https://threats.kaspersky.com/en/threat/Virus.DOS.DarkParanoid/,"['\nThis is a memory resident parasitic polymorphic virus. It hooks INT 1, 21h', '\nand writes itself to the end of EXE and to the beginning of COM files.', '\n', '\nThis virus uses extra-complex way of on-the-fly encryption – at any moment', '\nwhen virus code is executed, the only one instruction presents in not', '\nencrypted form – all other virus code is encrypted. The virus does that by', '\nusing tricks with INT 1 tracing mode. When virus code receives control, it', '\nhooks INT 1 and after execution of any virus’ instruction (except several', '\nspecial opcodes – see “Intel 80×86 User Guide”) INT 1 is invoked. The virus', '\nhooks this call, decrypts code below of current instruction and encrypts', '\ncode above.', '\n', '\nThere are three blocks of code that cannot be encrypted in such way – they', '\nare INT 1 handler (en/decryptor), start code in infected files and INT 21h', '\nhandler in virus TSR copy. Both start code in files and INT 21h handler', '\nhook INT 1 when receive control, switch to tracing mode and pass control to', '\nmain routines – installation routine in files and main INT 21h handler’s', '\ncode in virus TSR copy.', '\n', '\nThe INT 1 hooking routine and, of course, INT 1 handler itself are not', '\nencrypted, they are just polymorphic – the virus uses quite strong', '\npolymorphic engine to generate code of INT 1 hooker at entry point in', '\ninfected files, as well as for its INT 1 and 21h handlers.', '\n', '\nVirus code in infected file:', '\n', '\nSimilar for INT 1 handler that contains on-the-fly encryption/decryption', '\nroutine. This code in different files is also different – more than ten', '\nencryption functions are randomly selected from the set: ADD, SUB, XOR,', '\nNEG, NOT, ROR, ROL, as well as byte and word access. Also random registers', '\nare used, and offset of INT 1 handler is randomly selected within some', '\nlimits.', '\n', '\nWhile installing memory resident the virus also runs its polymorphic engine', '\nto generate decryption routines to use them while infecting files. The', '\nvirus does not calls this engine anymore, and as a result being installed', '\nthe virus will drop the same polymorphic code to files up to the next', '\nrebooting and reinstalling. That may fool a user and virus researchers –', '\nthe virus tries to make them sure that this is just some encrypted virus', '\nbut not polymorphic, so that is possible to detect it just by single hex', '\npattern.', '\n', '\nThe INT 21h virus handler intercepts FileOpen/Create calls (AH/AX=3Ch, 5Bh', '\n6C00h), FileClose call (AH=3Eh) and Get Allocation Strategy (AX=5800h).', '\n', '\nThe last function (Get Allocation Strategy) is used as “Are You Here?”', '\ncall. This call is performed by the virus while installing memory resident.', '\nBefore this call the virus puts in the CX register the current year number', '\nplus current month and day numbers (Get Current Date by INT 21h with', '\nAH=2Ah, then CX=CX+DX, then INT 21h call with AX=5800h).', '\n', '\nThe memory resident virus copy intercepts it, gets current date and year', '\nand compares their addition with the CX register. If they are equal, the', '\nvirus TSR copy does not return control back to active virus copy, but', '\npasses it to the host program by itself. It seems to be quite effective', '\nanti-debugging trick – if the virus is already memory resident, such', '\nordinary call as GetAllocationStrategy does not return back to debugger.', '\n', '\nWhen a file is opened, the virus compares its name extension with “COM” and', '\n“EXE”, and in case of these extensions saves file’s handle to infect it', '\nwhen file will being closed. As a result, only executable files get', '\ninfection, when they are opened (for example, when they are scanned for', '\nviruses by an anti-virus program, or saved to backup), or copied.', '\n', '\nBefore infecting a file the virus checks the file name and does not infect', '\nseveral anti-virus programs and utilities – it does not infect files with', '\nnames that begin with letters AV, SC, CL, GU, NO, FV, TO, TB (AVP, AVG,', '\nSCAN, CLEAN, GUARD, TBAV, e.t.c.)', '\n', '\nThe virus writes its code to the end of EXE files and modifies necessary', '\nfields in EXE file header. In case of COM file the virus writes its code to', '\nthe beginning of the file and saves original file beginning to the end of', '\nthe file.', '\n', '\nWhile infecting the virus increases file’s size by variable number – it', '\nwrites to file 5297 bytes of actual virus code (encrypted) as well as', '\nrandom selected number (up to 1001 bytes) of data from random selected', '\naddress in the system memory. The virus also aligns EXE files length to the', '\nparagraph (16 bytes) before infection, and does not infect COM files with', '\nlength above than 60K. To separate COM and EXE files the virus checks file', '\nheader (MZ/ZM EXE stamp).', '\n', '\nTo separate infected and not infected file the virus uses standard trick', '\nwith file’s time&date stamp – after infecting a file the virus sets its', '\ntime stamp to 2 seconds, and checks this value before infection.', '\n', '\nThe virus also contains the text inside of code of its polymorphic engine:', '\n']"
